유적명,유구,대옹출토여부,대옹 아기종,출토위치,유역,유구성격
평택 세교동 모산골Ⅱ 5지점,11호 구상유구,○,,,경기남부,구상유구
평택 세교동 모산골Ⅱ 5지점,14호 수혈유구,○,,,경기남부,수혈
평택 세교동 모산골Ⅱ 5지점,53호 수혈유구,○,,,경기남부,수혈
평택 세교동 모산골Ⅲ 6지점,1호 주거지,○,,,경기남부,주거지
평택 세교동 모산골Ⅲ 6지점,2호 주거지,●,,,경기남부,주거지
평택 세교동 모산골Ⅲ 6지점,건물지,●,,,경기남부,건물지
평택 세교동 모산골Ⅲ 6지점,41호 수혈유구,○,,,경기남부,수혈
평택 세교동 모산골Ⅲ 6지점,48호 수혈유구,○,,평행선문,경기남부,수혈
평택 세교동 모산골Ⅲ 6지점,47호 수혈유구,○,,,경기남부,수혈
평택 세교동 모산골Ⅲ 7지점,1호 주거지,○,,,경기남부,주거지
평택 세교동 모산골Ⅲ 7지점,3호 주거지,○,,,경기남부,주거지
평택 세교동 모산골Ⅲ 7지점,6호 주거지 ,●,기타,유뉴,경기남부,주거지
평택 세교동 모산골Ⅲ 7지점,1호 구상유구,○,,,경기남부,구상유구
평택 세교동 모산골Ⅲ 7지점,7호 구상유구,○,,,경기남부,구상유구
평택 세교동 모산골Ⅲ 7지점,10호 구상유구,●,기고 50cm,,경기남부,구상유구
평택 세교동 모산골Ⅲ 7지점,37호 수혈유구,○,,,경기남부,수혈
평택 용이 ・ 죽백동 2-5지점,4호 소성유구,○,,소성유구 6기,경기남부,소성유구
평택 용이 ・ 죽백동 2-5지점,6호 소성유구,○,,,경기남부,소성유구
안성 도기동 436-1번지 1지점,2호 수혈유구,○,,,경기남부,수혈
안성 도기동 436-1번지 1지점,3호 수혈유구,○,,,경기남부,수혈
안성 도기동 436-1번지 1지점,5호 수혈유구,○,,,경기남부,수혈
안성 도기동 436-1번지 1지점,6호 수혈유구,○,,횡선부가 평행선문,경기남부,수혈
안성 도기동 436-1번지 1지점,백제 목책열,○,,평행선문,경기남부,기타
안성 도기동 436-1번지 2지점,백제 주거지,○,,,경기남부,주거지
안성 도기동 465번지,1호 주거지,○,,"토루, 플라스크형 수혈 多",경기남부,주거지
안성 도기동 465번지,1호 수혈유구,○,,,경기남부,수혈
안성 도기동 465번지,2호 수혈유구,○,,,경기남부,수혈
안성 도기동 465번지,29호 수혈유구,○,,,경기남부,수혈
안성 도기동 465번지,33호 수혈유구,○,,,경기남부,수혈
안성 도기동 산성,동벽 기저부 구상시설,○,,,경기남부,구상유구
안성 도기동 산성,북벽 Ⅱ층,○,,,경기남부,기타
안성 도기동 산성,북벽 지표수습,○,,평행선문 1점,경기남부,기타
안성 도기동 산성,1호 주거지,○,,,경기남부,주거지
안성 도기동 산성,2호 주거지,○,,,경기남부,주거지
안성 도기동 산성,3호 주거지,○,,,경기남부,주거지
안성 도기동 산성,3호 수혈유구,○,,,경기남부,수혈
안성 도기동 고분군,백제 1호옹관(합구),●,옹관(2),평저,경기남부,분묘
안성 도기동 고분군,백제 2호옹관(합구),●,옹관(2),,경기남부,분묘
안성 도기동 고분군,백제 3호옹관,○,편,평행선문,경기남부,분묘
안성 도기동 고분군,백제 4호옹관(단옹),●,옹관,,경기남부,분묘
안성 도기동 고분군,백제 5호옹관(합구),●,옹관(2),,경기남부,분묘
안성 도기동 고분군,백제 6호옹관(합구),●,옹관(2),,경기남부,분묘
안성 매산리 ,3호 주거지,○,,,경기남부,주거지
안성 매산리 ,4호 주거지,○,,,경기남부,주거지
안성 매산리 ,5호 주거지,○,,평행선문,경기남부,주거지
안성 매산리 ,4호 수혈유구,○,,"격자+평행, 횡선부가 평행선문",경기남부,수혈
가평 항사리 나지점,11호 주거지,○,,,북한강·남한강,주거지
가평 항사리 나지점,15호 주거지,●,,,북한강·남한강,주거지
가평 항사리 나지점,17호 주거지,●,원통 ,,북한강·남한강,주거지
가평 항사리 나지점,25호 주거지,○,,,북한강·남한강,주거지
가평 항사리 나지점,15호 수혈유구,○,,,북한강·남한강,수혈
가평 항사리 나지점,32호 수혈유구,○,,,북한강·남한강,수혈
화천 원천리 ,21호 주거지,○,,,북한강·남한강,주거지
화천 원천리 ,28호 주거지,○,,,북한강·남한강,주거지
화천 원천리 ,33호 주거지,●,기타 ,,북한강·남한강,주거지
화천 원천리 ,35호 주거지,○,,,북한강·남한강,주거지
화천 원천리 ,46호 주거지,○,,,북한강·남한강,주거지
화천 원천리 ,49호 주거지,○,,,북한강·남한강,주거지
화천 원천리 ,40호 주거지,●,,,북한강·남한강,주거지
화천 원천리 ,65호 주거지,●,"원통, 소성불량(2)",격자 / 승문,북한강·남한강,주거지
화천 원천리 ,88호 주거지,○,,,북한강·남한강,주거지
화천 원천리 ,108호 주거지,○,,,북한강·남한강,주거지
화천 원천리 ,109호 주거지,●,소성불량(2),,북한강·남한강,주거지
화천 원천리 ,113호 주거지,●,난형,,북한강·남한강,주거지
화천 원천리 ,21호 수혈유구,○,,,북한강·남한강,수혈
화천 원천리 ,35호 수혈유구,○,,,북한강·남한강,수혈
화천 원천리 ,46호 수혈우구,○,,,북한강·남한강,수혈
화천 원천리 ,60호 수혈유구,○,,,북한강·남한강,수혈
화천 원천리 ,44호 수혈유구,○,,,북한강·남한강,수혈
화천 원천리,67호 수혈유구,●,기타,,북한강·남한강,수혈
홍천 성산리,39호 주거지,○,,,북한강·남한강,주거지
홍천 성산리 ,41호 주거지,●,첨저,,북한강·남한강,주거지
홍천 하화계리 ,폐기장 ,●,첨저,,북한강·남한강,기타
양평 운심리 86-5,2호 주거지 ,●,원통,,북한강·남한강,주거지
양평 상자포리 414-2번지,1호 주거지,○,,,북한강·남한강,주거지
244-1번지 ,5호 주거지,○,,,북한강·남한강,주거지
244-18번지 외 1필지,1호 주거지 ,●,"첨저(1), 기타(1)",,북한강·남한강,주거지
244-18번지 외 1필지,3호 주거지,●,난형(2),,북한강·남한강,주거지
244-18번지 외 1필지,수습유물 ,●,첨저,,북한강·남한강,기타
양평 하자포리 245번지 ,1호 주거지,●,첨저,,북한강·남한강,주거지
248-1번지 ,지표수습,○,,,북한강·남한강,기타
347-2번지 외 1필지,1호 주거지,●,난형 ,"직구호, U자형 삽날",북한강·남한강,주거지
347-2번지 외 1필지,3호 주거지,○,,"격자, 평행선문",북한강·남한강,주거지
양평 양근리 ,2호 주거지 ,○,,,북한강·남한강,주거지
양평 양근리 ,3호 주거지 ,●,기타(2),,북한강·남한강,주거지
양평 양근리 ,1호 수혈유구,○,,,북한강·남한강,수혈
양평 양근리 ,5호 수혈유구,○,,,북한강·남한강,수혈
양평 양근리 ,11호 수혈유구,○,,,북한강·남한강,수혈
양평 양근리 ,16호 수혈유구,○,,,북한강·남한강,수혈
원주 가현동 ,40호 주거지 ,●,첨저,"구경77 경질무문토기, 철도 공반",북한강·남한강,주거지
원주 반곡동 13지점 ,13호 주거지 ,●,첨저,,북한강·남한강,주거지
횡성 읍하리 ,29호 주거지,●,,,북한강·남한강,주거지
횡성 읍하리 ,33호 주거지,●,,,북한강·남한강,주거지
횡성 읍하리 ,1호 옹관묘(단옹식),●,기타(기고 50),"상~중하위 평행, 하위~저부 격자",북한강·남한강,분묘
횡성 읍하리 ,2호 옹관묘(이음식),●,기타2(기고 50),"상~중하위 평행, 하위~저부 격자",북한강·남한강,분묘
횡성 읍하리 ,3호 옹관묘(단옹식),●,기타(기고 76),,북한강·남한강,분묘
